surface,tourney_date,winner_id,loser_id,score,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2,20160718,104999,105487,7-6(5) 7-6(5),3,146,398,88,657
2,20160718,105583,104297,7-6(7) 6-1,3,83,691,91,644
2,20160718,106361,104216,6-3 6-4,3,116,511,134,437
2,20160718,104997,104932,7-5 6-2,3,115,523,159,350
2,20160718,105932,104586,6-4 7-6(4),3,123,481,79,705
2,20160718,105526,117361,6-2 6-2,3,86,661,295,165
2,20160718,103926,103582,6-3 6-3,3,138,423,121,493
2,20160718,106148,110602,6-0 6-2,3,103,592,198,277
2,20160718,104593,105438,6-4 6-4,3,131,454,76,713
2,20160718,105589,103656,5-7 7-5 6-4,3,107,575,122,485
2,20160718,103781,106121,6-4 7-6(4),3,421,98,113,527
2,20160718,111575,104259,6-4 6-4,3,104,592,23,1600
2,20160718,105583,104999,6-4 6-4,3,83,691,146,398
2,20160718,106361,104719,6-2 6-4,3,116,511,46,972
2,20160718,105932,104997,6-4 4-6 6-2,3,123,481,115,523
2,20160718,105526,103926,7-5 7-5,3,86,661,138,423
2,20160718,103893,106148,6-2 6-2,3,48,940,103,592
2,20160718,105589,104593,6-3 6-1,3,107,575,131,454
2,20160718,103781,106233,6-3 7-5,3,421,98,9,3175
2,20160718,105583,111575,6-3 6-2,3,83,691,104,592
2,20160718,105932,106361,5-7 7-6(2) 6-3,3,123,481,116,511
2,20160718,103893,105526,6-2 6-7(5) 7-5,3,48,940,86,661
2,20160718,105589,103781,3-6 6-3 6-1,3,107,575,421,98
2,20160718,105932,105583,6-3 6-1,3,123,481,83,691
2,20160718,103893,105589,7-6(4) 7-6(13),3,48,940,107,575
2,20160718,103893,105932,6-3 6-4,3,48,940,123,481
2,20160718,104919,105254,7-5 6-2,3,117,505,292,166
2,20160718,105413,104660,7-6(6) 6-4,3,124,481,85,670
2,20160718,105373,105782,6-2 7-5,3,28,1428,196,278
2,20160718,105677,105379,5-7 6-4 6-4,3,761,27,69,765
2,20160718,104122,105936,6-3 6-1,3,87,657,142,412
2,20160718,106210,105426,6-3 6-1,3,50,915,354,130
2,20160718,106000,104597,6-2 5-7 7-5,3,81,695,45,1024
2,20160718,105341,105015,6-0 4-1 RET,3,111,544,176,306
2,20160718,105952,104007,3-6 7-6(4) 7-6(5),3,109,547,221,244
2,20160718,105807,104312,6-4 6-4,3,56,879,52,910
2,20160718,104559,126120,6-4 6-2,3,101,596,569,55
2,20160718,105671,104198,6-1 6-2,3,72,730,54,900
2,20160718,105311,104919,7-5 7-6(1),3,32,1355,117,505
2,20160718,105413,105373,3-6 7-5 6-2,3,124,481,28,1428
2,20160718,104871,105677,6-2 6-0,3,38,1210,761,27
2,20160718,104122,106210,7-5 3-0 RET,3,87,657,50,915
2,20160718,106000,105341,4-6 6-1 6-2,3,81,695,111,544
2,20160718,104926,105952,6-4 6-1,3,39,1170,109,547
2,20160718,105807,104559,6-4 6-2,3,56,879,101,596
2,20160718,105671,104655,3-6 6-3 7-6(7),3,72,730,20,1765
2,20160718,105413,105311,6-3 4-6 6-2,3,124,481,32,1355
2,20160718,104122,104871,6-4 6-2,3,87,657,38,1210
2,20160718,104926,106000,4-6 6-1 6-1,3,39,1170,81,695
2,20160718,105671,105807,6-4 6-4,3,72,730,56,879
2,20160718,105413,104122,7-6(4) 6-4,3,124,481,87,657
2,20160718,104926,105671,6-3 6-3,3,39,1170,72,730
2,20160718,104926,105413,6-4 6-1,3,39,1170,124,481
1,20160718,104229,105572,6-1 7-6(3),3,71,745,133,448
1,20160718,105216,105577,1-6 6-2 7-6(4),3,106,581,98,605
1,20160718,111442,103607,6-3 6-2,3,90,652,74,720
1,20160718,106216,104864,4-6 6-2 6-4,3,108,557,311,153
1,20160718,111577,104672,5-7 6-2 6-4,3,153,374,147,397
1,20160718,106415,104471,6-2 4-2 RET,3,93,630,75,718
1,20160718,104291,124187,6-7(4) 7-6(4) 7-6(3),3,63,812,833,20
1,20160718,126203,104534,6-4 6-3,3,67,788,62,826
1,20160718,105041,133430,7-6(3) 4-6 6-4,3,102,593,371,121
1,20160718,105554,103794,6-2 6-1,3,82,695,96,612
1,20160718,104548,105032,7-6(3) 7-6(5),3,437,92,154,373
1,20160718,105385,124014,6-4 3-6 6-3,3,57,862,269,182
1,20160718,105173,126207,7-6(4) 7-5,3,55,880,156,358
1,20160718,105992,103565,7-6(1) 6-3,3,158,352,59,854
1,20160718,105357,106045,7-5 6-0,3,65,790,100,600
1,20160718,105902,105065,7-5 6-1,3,205,268,120,494
1,20160718,104792,104229,6-3 6-2,3,17,2030,71,745
1,20160718,106432,105216,6-4 6-4,3,53,900,106,581
1,20160718,105238,111442,6-4 1-6 7-6(4),3,37,1215,90,652
1,20160718,105023,106216,6-7(5) 6-4 6-4,3,29,1390,108,557
1,20160718,105332,111577,6-0 7-5,3,24,1596,153,374
1,20160718,104180,106415,6-4 6-1,3,36,1230,93,630
1,20160718,104291,104731,5-7 6-4 7-6(3),3,63,812,33,1335
1,20160718,100644,126203,6-4 6-2,3,27,1430,67,788
1,20160718,106058,105041,7-6(1) 6-4,3,26,1495,102,593
1,20160718,105554,105777,6-4 6-4,3,82,695,40,1150
1,20160718,103333,104548,6-3 7-6(4),3,35,1235,437,92
1,20160718,106071,105385,7-6(4) 6-3,3,19,1850,57,862
1,20160718,105449,105173,6-3 6-4,3,25,1545,55,880
1,20160718,105992,104678,7-6(4) 6-4,3,158,352,34,1270
1,20160718,104571,105357,6-2 6-4,3,41,1095,65,790
1,20160718,104545,105902,6-3 6-4,3,16,2055,205,268
1,20160718,104792,106432,6-2 6-3,3,17,2030,53,900
1,20160718,105023,105238,7-6(5) 6-3,3,29,1390,37,1215
1,20160718,105332,104180,6-2 3-6 7-6(4),3,24,1596,36,1230
1,20160718,100644,104291,6-2 5-7 6-2,3,27,1430,63,812
1,20160718,106058,105554,6-1 7-5,3,26,1495,82,695
1,20160718,103333,106071,7-6(4) 6-3,3,35,1235,19,1850
1,20160718,105449,105992,6-4 6-4,3,25,1545,158,352
1,20160718,104545,104571,7-6(3) 6-2,3,16,2055,41,1095
1,20160718,104792,105023,6-4 3-6 6-1,3,17,2030,29,1390
1,20160718,100644,105332,6-1 6-3,3,27,1430,24,1596
1,20160718,103333,106058,7-6(4) 7-6(6),3,35,1235,26,1495
1,20160718,105449,104545,7-6(7) 7-6(15),3,25,1545,16,2055
1,20160718,104792,100644,6-4 6-0,3,17,2030,27,1430
1,20160718,103333,105449,6-4 6-4,3,35,1235,25,1545
1,20160718,104792,103333,5-7 7-6(6) 6-4,3,17,2030,35,1235
1,20160725,104022,103565,6-3 7-6(6),3,61,817,58,854
1,20160725,105385,105238,7-6(6) 6-4,3,57,862,38,1215
1,20160725,106058,106045,6-2 6-2,3,26,1495,102,600
1,20160725,106071,105292,6-4 7-6(1),3,22,1645,163,342
1,20160725,105731,106378,3-6 6-3 6-2,3,192,285,84,698
1,20160725,104731,104678,7-6(4) 6-3,3,34,1335,35,1270
1,20160725,106261,105643,6-4 6-3,3,131,445,43,1060
1,20160725,104330,105208,6-4 6-2,3,118,503,66,791
1,20160725,106298,105877,6-7(8) 6-4 7-5,3,23,1644,318,148
1,20160725,133430,106401,7-6(2) 3-6 6-3,3,370,121,19,1855
1,20160725,105777,105216,5-7 7-6(5) 6-4,3,40,1150,107,581
1,20160725,103333,126203,6-7(9) 7-6(5) 6-2,3,27,1445,63,808
1,20160725,105023,104433,7-6(5) 6-4,3,29,1435,234,232
1,20160725,105577,104871,7-6(3) 0-0 RET,3,101,605,39,1210
1,20160725,104792,105311,6-3 6-3,3,14,2440,36,1250
1,20160725,104926,105449,6-4 6-4,3,33,1375,21,1680
1,20160725,111577,105357,6-4 4-3 RET,3,147,397,67,790
1,20160725,104229,100644,7-5 6-3,3,70,765,25,1520
1,20160725,106432,104471,5-7 6-4 6-2,3,53,900,79,718
1,20160725,105992,105723,6-3 6-1,3,144,407,45,1048
1,20160725,104545,104534,4-6 6-3 6-2,3,16,2100,60,826
1,20160725,103285,105332,6-1 6-3,3,129,451,28,1436
1,20160725,105166,105065,4-6 6-3 6-0,3,247,215,119,494
1,20160725,104180,104098,7-6(5) 6-1,3,37,1230,433,95
1,20160725,104527,104022,7-6(3) 7-6(8),3,5,4720,61,817
1,20160725,106058,105385,6-4 6-3,3,26,1495,57,862
1,20160725,106071,105731,6-3 7-6(4),3,22,1645,192,285
1,20160725,104731,106233,4-1 RET,3,34,1335,9,3105
1,20160725,105453,106261,6-4 7-5,3,6,4290,131,445
1,20160725,104330,106298,6-4 7-6(5),3,118,503,23,1644
1,20160725,105777,133430,6-4 6-3,3,40,1150,370,121
1,20160725,103333,105227,6-4 7-6(3),3,27,1445,12,2695
1,20160725,105676,105023,6-4 2-1 RET,3,11,2715,29,1435
1,20160725,104792,105577,7-6(6) 6-0,3,14,2440,101,605
1,20160725,111577,104926,6-3 3-6 6-3,3,147,397,33,1375
1,20160725,105683,104229,6-3 6-3,3,7,4285,70,765
1,20160725,104607,106432,4-6 6-1 6-4,3,8,3490,53,900
1,20160725,105992,104545,7-6(3) 6-7(4) 6-4,3,144,407,16,2100
1,20160725,103285,105166,7-6(5) 6-4,3,129,451,247,215
1,20160725,104925,104180,7-5 7-6(3),3,1,15040,37,1230
1,20160725,104527,106058,7-6(3) 6-2,3,5,4720,26,1495
1,20160725,104731,106071,4-6 6-3 6-4,3,34,1335,22,1645
1,20160725,105453,104330,6-3 6-4,3,6,4290,118,503
1,20160725,105777,103333,6-3 7-5,3,40,1150,27,1445
1,20160725,104792,105676,7-6(5) 2-6 6-4,3,14,2440,11,2715
1,20160725,105683,111577,6-2 6-3,3,7,4285,147,397
1,20160725,104607,105992,6-4 6-7(2) 6-4,3,8,3490,144,407
1,20160725,104925,103285,6-2 6-4,3,1,15040,129,451
1,20160725,104527,104731,6-1 6-3,3,5,4720,34,1335
1,20160725,105453,105777,6-3 3-6 6-2,3,6,4290,40,1150
1,20160725,104792,105683,6-4 6-4,3,14,2440,7,4285
1,20160725,104925,104607,7-6(6) 6-4,3,1,15040,8,3490
1,20160725,105453,104527,7-6(6) 6-1,3,6,4290,5,4720
1,20160725,104925,104792,6-3 6-2,3,1,15040,14,2440
1,20160725,104925,105453,6-3 7-5,3,1,15040,6,4290
1,20160801,111577,105032,6-2 6-4,3,123,480,168,333
1,20160801,103898,105441,6-4 6-2,3,406,104,219,248
1,20160801,104269,105583,7-6(2) 6-4,3,48,950,70,761
1,20160801,106415,105554,6-2 6-7(2) 7-6(4),3,97,608,82,705
1,20160801,104735,104660,7-6(7) 7-6(2),3,127,470,89,670
1,20160801,104547,104198,6-3 6-7(5) 6-4,3,78,714,52,900
1,20160801,105385,105572,3-6 7-6(10) 7-5,3,53,887,131,452
1,20160801,105065,106329,5-7 7-6(5) 6-3,3,116,523,101,598
1,20160801,124187,111153,7-6(9) 7-6(5),3,837,20,1809,1
1,20160801,126203,106269,6-2 6-2,3,60,811,,
1,20160801,106216,104997,6-1 7-6(2),3,119,515,114,543
1,20160801,105173,104999,6-3 3-6 7-6(5),3,67,775,139,417
1,20160801,106401,111577,7-6(4) 6-3,3,18,1865,123,480
1,20160801,104269,103898,6-1 6-3,3,48,950,406,104
1,20160801,106415,105238,6-3 2-6 6-1,3,97,608,38,1180
1,20160801,104547,104735,6-1 6-4,3,78,714,127,470
1,20160801,105385,105065,4-6 7-6(1) 6-3,3,53,887,116,523
1,20160801,124187,104731,6-7(5) 6-3 7-5,3,837,20,28,1470
1,20160801,126203,106216,4-6 6-3 6-2,3,60,811,119,515
1,20160801,104545,105173,6-4 6-0,3,17,1895,67,775
1,20160801,106401,104269,6-4 6-7(5) 6-3,3,18,1865,48,950
1,20160801,106415,104547,6-4 6-4,3,97,608,78,714
1,20160801,124187,105385,6-4 6-4,3,837,20,53,887
1,20160801,104545,126203,7-5 6-4,3,17,1895,60,811
1,20160801,106401,106415,6-3 3-6 6-3,3,18,1865,97,608
1,20160801,104545,124187,6-7(5) 6-4 6-2,3,17,1895,837,20
1,20160801,106401,104545,7-6(3) 7-6(4),3,18,1865,17,1895
1,20160808,105583,106329,6-3 6-4,3,72,728,101,598
1,20160808,104198,106412,6-0 6-1,3,52,900,529,66
1,20160808,104597,111511,6-2 3-6 6-3,3,48,932,198,283
1,20160808,104999,105173,6-1 6-1,3,135,422,66,775
1,20160808,104735,105065,2-6 6-2 6-0,3,144,406,114,536
1,20160808,104719,104269,7-6(6) 6-2,3,47,956,46,975
1,20160808,105807,104871,6-4 7-6(6),3,55,879,39,1175
1,20160808,105572,105853,7-6(2) 6-3,3,130,457,567,57
1,20160808,105053,104804,6-4 6-4,3,137,417,213,260
1,20160808,104547,105238,6-3 6-3,3,73,726,38,1180
1,20160808,103898,111577,4-6 7-6(4) 6-2,3,361,124,122,493
1,20160808,124187,104660,7-6(6) 3-1 RET,3,395,110,88,670
1,20160808,105583,106071,7-6(4) 3-6 6-4,3,72,728,20,1690
1,20160808,104597,104198,7-6(4) 6-3,3,48,932,52,900
1,20160808,103333,104999,6-3 3-6 6-3,3,24,1490,135,422
1,20160808,104719,104735,7-6(2) 6-2,3,47,956,144,406
1,20160808,105807,105572,6-0 6-3,3,55,879,130,457
1,20160808,105053,105023,7-6(1) 6-3,3,137,417,29,1435
1,20160808,103898,104547,6-1 6-7(1) 6-1,3,361,124,73,726
1,20160808,103852,124187,6-3 7-6(3),3,18,1835,395,110
1,20160808,105583,104597,7-5 7-6(5),3,72,728,48,932
1,20160808,103333,104719,2-6 7-6(3) 6-1,3,24,1490,47,956
1,20160808,105807,105053,6-7(4) 7-6(2) 6-3,3,55,879,137,417
1,20160808,103852,103898,6-3 6-4,3,18,1835,361,124
1,20160808,103333,105583,6-2 1-1 RET,3,24,1490,72,728
1,20160808,103852,105807,2-6 6-3 6-3,3,18,1835,55,879
1,20160808,103333,103852,7-6(5) 6-2,3,24,1490,18,1835
1,20160808,105223,104925,7-6(4) 7-6(2) ,3,141,410,1,16040
1,20160808,105311,104898,6-1 7-5 ,3,36,1215,62,798
1,20160808,106378,111442,6-4 6-2 ,3,81,698,93,654
1,20160808,106121,106058,6-4 6-4 ,3,117,517,23,1495
1,20160808,105138,105723,6-7(4) 6-2 RET,3,17,1970,43,1043
1,20160808,103893,104229,3-6 6-3 6-4 ,3,41,1110,65,790
1,20160808,104180,105668,5-7 6-1 7-6(10) ,3,37,1185,175,321
1,20160808,104542,104291,4-6 7-5 6-3 ,3,9,2995,59,812
1,20160808,104745,105643,6-2 6-1 ,3,5,4940,44,1020
1,20160808,104312,105011,6-3 3-6 7-6(6) ,3,71,730,63,795
1,20160808,105216,104548,5-7 7-5 6-4 ,3,104,583,332,141
1,20160808,104468,106432,6-4 7-6(1) ,3,31,1385,51,900
1,20160808,104655,105932,6-3 6-7(8) 6-3 ,3,21,1675,109,558
1,20160808,105064,104460,4-6 5-4 RET,3,54,880,86,685
1,20160808,104534,106000,6-4 6-4 ,3,64,791,75,720
1,20160808,105676,103857,6-4 6-2 ,3,13,2655,,
1,20160808,104792,105577,6-1 6-3 ,3,11,2800,105,580
1,20160808,104297,105341,7-6(4) 6-1 ,3,95,642,111,545
1,20160808,105430,104559,4-6 6-4 6-4 ,3,92,655,108,571
1,20160808,105227,105777,6-1 6-4 ,3,14,2525,34,1285
1,20160808,104259,105550,4-6 6-1 6-2 ,3,28,1440,53,898
1,20160808,105413,106045,6-0 6-3 ,3,121,499,119,508
1,20160808,105357,105575,6-0 6-0 ,3,74,720,89,665
1,20160808,105453,105077,6-2 6-4 ,3,7,4390,33,1340
1,20160808,103970,104797,6-2 6-1 ,3,12,2695,103,586
1,20160808,105539,105526,6-3 6-4 ,3,84,691,83,694
1,20160808,105671,106423,7-6(4) 7-6(3) ,3,60,805,454,90
1,20160808,105449,105985,6-3 6-2 ,3,22,1510,167,336
1,20160808,105332,104586,3-6 6-3 6-4 ,3,32,1356,79,705
1,20160808,104926,103607,2-6 7-6(4) 6-0 ,3,40,1120,87,682
1,20160808,104338,105806,6-2 6-2 ,3,107,575,157,366
1,20160808,104918,104678,6-3 6-2 ,3,2,10065,35,1260
1,20160808,105223,105311,6-3 1-6 6-3 ,3,141,410,36,1215
1,20160808,106121,106378,6-4 7-5 ,3,117,517,81,698
1,20160808,105138,103893,7-6(2) 6-2 ,3,17,1970,41,1110
1,20160808,104180,104542,6-4 6-3 ,3,37,1185,9,2995
1,20160808,104745,104312,6-3 6-3 ,3,5,4940,71,730
1,20160808,104468,105216,7-6(3) 6-2 ,3,31,1385,104,583
1,20160808,105064,104655,6-2 4-6 6-3 ,3,54,880,21,1675
1,20160808,105676,104534,6-3 6-3 ,3,13,2655,64,791
1,20160808,104792,104297,6-2 6-4 ,3,11,2800,95,642
1,20160808,105227,105430,6-3 6-4 ,3,14,2525,92,655
1,20160808,105413,104259,W/O,3,121,499,28,1440
1,20160808,105453,105357,7-6(4) 6-4 ,3,7,4390,74,720
1,20160808,105539,103970,3-6 7-6(1) 7-5 ,3,84,691,12,2695
1,20160808,105449,105671,6-3 6-4 ,3,22,1510,60,805
1,20160808,104926,105332,4-6 6-4 7-6(5) ,3,40,1120,32,1356
1,20160808,104918,104338,6-3 6-1 ,3,2,10065,107,575
1,20160808,105223,106121,6-7(4) 6-1 6-2 ,3,141,410,117,517
1,20160808,105138,104180,6-4 7-6(4) ,3,17,1970,37,1185
1,20160808,104745,104468,7-6(5) 6-3 ,3,5,4940,31,1385
1,20160808,105064,105676,7-6(10) 6-4 ,3,54,880,13,2655
1,20160808,104792,105227,6-7(6) 6-3 6-4 ,3,11,2800,14,2525
1,20160808,105453,105413,6-2 6-2 ,3,7,4390,121,499
1,20160808,105449,105539,6-1 6-1 ,3,22,1510,84,691
1,20160808,104918,104926,6-1 2-6 6-3 ,3,2,10065,40,1120
1,20160808,105223,105138,7-5 7-6(4) ,3,141,410,17,1970
1,20160808,104745,105064,2-6 6-4 6-2 ,3,5,4940,54,880
1,20160808,105453,104792,7-6(4) 4-6 7-6(6) ,3,7,4390,11,2800
1,20160808,104918,105449,6-0 4-6 7-6(2) ,3,2,10065,22,1510
1,20160808,105223,104745,5-7 6-4 7-6(5) ,3,141,410,5,4940
1,20160808,104918,105453,6-1 6-4 ,3,2,10065,7,4390
1,20160808,104918,105223,7-5 4-6 6-2 7-5 ,5,2,10065,141,410
1,20160808,105453,104745,6-2 6-7(1) 6-3,3,7,4390,5,4940
1,20160815,111577,104597,6-3 7-6(2),3,122,497,47,977
1,20160815,105777,104468,6-1 6-3,3,34,1285,31,1385
1,20160815,103852,104999,6-3 6-1,3,18,1975,133,441
1,20160815,103898,103970,6-4 2-6 6-4,3,294,169,12,2695
1,20160815,105449,105643,6-4 7-5,3,23,1545,43,1020
1,20160815,124187,104871,3-6 7-5 7-6(9),3,364,130,53,860
1,20160815,104655,105023,4-6 7-6(5) 6-3,3,19,1710,29,1435
1,20160815,106432,105332,1-6 6-3 6-4,3,49,935,32,1356
1,20160815,106401,106298,6-2 7-5,3,16,2025,26,1489
1,20160815,105227,104678,6-3 6-4,3,14,2605,35,1270
1,20160815,104269,105077,7-6(5) 6-4,3,45,985,33,1340
1,20160815,104719,106210,6-4 6-7(5) 6-2,3,46,984,50,903
1,20160815,105357,104291,6-4 5-7 6-3,3,91,640,62,801
1,20160815,104571,105577,7-5 7-5,3,44,990,109,555
1,20160815,104792,105807,6-3 6-4,3,11,2755,48,940
1,20160815,103917,105138,7-6(2) 2-6 6-3,3,42,1028,17,2015
1,20160815,105216,100644,6-7(4) 6-4 6-2,3,102,583,27,1440
1,20160815,104545,104926,6-3 6-2,3,22,1610,38,1155
1,20160815,104022,126203,6-1 6-3,3,68,747,54,849
1,20160815,106071,105311,6-4 6-3,3,21,1645,36,1250
1,20160815,105676,105932,7-5 6-3,3,13,2610,107,558
1,20160815,104755,105173,7-6(2) 3-6 6-1,3,15,2320,58,810
1,20160815,104731,105238,7-5 0-0 RET,3,24,1505,37,1190
1,20160815,104338,103333,6-4 6-4,3,104,575,20,1650
1,20160815,104527,111577,2-6 6-3 6-4,3,4,5070,122,497
1,20160815,105777,103852,5-7 6-3 7-6(6),3,34,1285,18,1975
1,20160815,105449,103898,3-6 6-2 7-6(5),3,23,1545,294,169
1,20160815,104542,124187,7-6(5) 7-6(3),3,10,2815,364,130
1,20160815,104745,104655,6-1 7-6(4),3,5,4850,19,1710
1,20160815,106432,106401,7-6(2) 4-6 7-6(6),3,49,935,16,2025
1,20160815,105227,104269,6-3 6-1,3,14,2605,45,985
1,20160815,104607,104719,6-3 7-6(4),3,8,3660,46,984
1,20160815,106233,105357,7-5 6-1,3,9,3035,91,640
1,20160815,104792,104571,7-5 6-0,3,11,2755,44,990
1,20160815,105216,103917,6-3 7-5,3,102,583,42,1028
1,20160815,105683,104545,7-6(5) 7-6(5),3,6,4455,22,1610
1,20160815,105453,104022,6-3 6-2,3,7,4075,68,747
1,20160815,106071,105676,3-6 7-5 6-4,3,21,1645,13,2610
1,20160815,104731,104755,6-2 6-4,3,24,1505,15,2320
1,20160815,104918,104338,6-3 6-2,3,2,9065,104,575
1,20160815,105777,104527,6-4 6-4,3,34,1285,4,5070
1,20160815,105449,104542,6-3 7-6(6),3,23,1545,10,2815
1,20160815,106432,104745,6-1 6-3,3,49,935,5,4850
1,20160815,105227,104607,6-3 4-6 6-4,3,14,2605,8,3660
1,20160815,106233,104792,W/O,3,9,3035,11,2755
1,20160815,105683,105216,6-1 3-6 6-1,3,6,4455,102,583
1,20160815,106071,105453,7-6(1) 7-6(5),3,21,1645,7,4075
1,20160815,104918,104731,6-3 6-2,3,2,9065,24,1505
1,20160815,105777,105449,7-6(8) 6-2,3,34,1285,23,1545
1,20160815,105227,106432,6-2 0-0 RET,3,14,2605,49,935
1,20160815,105683,106233,6-3 6-4,3,6,4455,9,3035
1,20160815,104918,106071,6-4 6-4,3,2,9065,21,1645
1,20160815,105227,105777,4-6 6-3 7-5,3,14,2605,34,1285
1,20160815,104918,105683,6-3 6-3,3,2,9065,6,4455
1,20160815,105227,104918,6-4 7-5,3,14,2605,2,9065
1,20160822,105379,104945,3-6 7-6(5) 6-2,3,77,695,272,193
1,20160822,105385,105732,6-4 6-1,3,57,817,76,695
1,20160822,104229,105011,7-6(5) 6-3,3,72,720,65,795
1,20160822,106043,105062,6-0 6-2,3,68,746,66,769
